Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP1051,Well,Clean,24.0,10000.0,1995.0,USAID,Free,29.0,Motorized Pump,"(-22.873730901804713, 19.36399788535864)",Not Functioning
WP1052,Well,Clean,37.0,11000.0,1997.0,Red Cross,Free,27.0,Motorized Pump,"(-23.982822261862545, 22.71375043400078)",Functioning
WP1053,Well,Contaminated,16.0,16000.0,2016.0,Oxfam,Pay per use,,Motorized Pump,"(-23.918840601652313, 22.170789440716554)",Not Functioning
WP1054,Lake,Clean,45.0,13000.0,1993.0,UNICEF,Pay per use,31.0,Hand Pump,"(-20.31043370575964, 21.652566097152473)",
WP1055,Well,Clean,41.0,13000.0,1998.0,Red Cross,Free,26.0,Motorized Pump,,Functioning
WP1056,Well,Clean,37.0,,2008.0,USAID,,16.0,Hand Pump,"(-23.44069700337382, 19.259345567883813)",Functioning
,Well,Clean,,14000.0,1991.0,Red Cross,Pay per use,33.0,Hand Pump,"(-20.604201077300917, 26.276958936964125)",Functioning
WP1058,River,Clean,41.0,15000.0,1997.0,UNICEF,Pay per use,27.0,Hand Pump,"(-23.514009705304396, 27.56131744279403)",Not Functioning
WP1059,Lake,Clean,,14000.0,2005.0,UNICEF,Pay per use,19.0,Hand Pump,,Functioning
WP1060,Lake,Clean,45.0,12000.0,2013.0,Oxfam,Pay per use,11.0,Hand Pump,"(-22.77873847416786, 21.45590170013354)",
WP1061,Well,Clean,34.0,14000.0,2002.0,Red Cross,Free,22.0,Hand Pump,"(-22.62639817724777, 19.86480989595621)",Not Functioning
WP1062,Well,Clean,16.0,,1994.0,Red Cross,Pay per use,30.0,Hand Pump,"(-22.842302824658596, 26.932306046260315)",Functioning
WP1063,Well,Clean,17.0,11000.0,2012.0,,Pay per use,12.0,Motorized Pump,"(-18.92020021648591, 27.9135376992401)",Not Functioning
WP1064,Lake,Clean,53.0,,2007.0,Red Cross,Pay per use,17.0,,"(-20.268533176678787, 24.03105943482374)",Not Functioning
WP1065,Lake,Clean,35.0,20000.0,2015.0,Red Cross,Pay per use,9.0,Hand Pump,"(-20.04999390148235, 28.337764534034953)",Not Functioning
WP1066,,Clean,18.0,7000.0,1997.0,Red Cross,Pay per use,27.0,Hand Pump,"(-19.538352133500887, 24.100896652397577)",Not Functioning
WP1067,River,Clean,18.0,16000.0,2012.0,UNICEF,Pay per use,12.0,Solar Pump,"(-18.981587160466276, 25.023848674526235)",Functioning
WP1068,Well,Clean,37.0,17000.0,2007.0,Red Cross,Pay per use,17.0,Motorized Pump,"(-20.73845579160958, 25.83936536144576)",Not Functioning
WP1069,Well,Clean,39.0,12000.0,2015.0,Oxfam,Pay per use,9.0,Motorized Pump,"(-21.830541759950787, 22.273133410418424)",Functioning
WP1070,River,Clean,36.0,15000.0,1997.0,USAID,Pay per use,27.0,Hand Pump,"(-22.849093443165078, 26.041840215982557)",Not Functioning
WP1071,,Clean,41.0,14000.0,1998.0,USAID,Pay per use,26.0,Hand Pump,"(-21.091713616609358, 24.405796530939497)",Not Functioning
WP1072,Well,Clean,43.0,12000.0,1997.0,,,27.0,Hand Pump,"(-17.838172036658722, 25.304406634739504)",Functioning
WP1073,Well,Contaminated,28.0,13000.0,2010.0,,Pay per use,14.0,Hand Pump,"(-18.25853354334692, 27.25243933986729)",Not Functioning
WP1074,Well,Clean,14.0,11000.0,2004.0,Red Cross,Free,20.0,Motorized Pump,"(-20.631933378109984, 25.77722620873971)",Functioning
WP1075,Borehole,Clean,23.0,7000.0,2010.0,USAID,Pay per use,14.0,,"(-21.210781299874313, 25.819297426679633)",Not Functioning
WP1076,Well,Clean,40.0,18000.0,2011.0,Oxfam,Pay per use,13.0,Hand Pump,"(-22.103699881492727, 20.82486364099977)",Functioning
WP1077,Well,Clean,22.0,17000.0,1996.0,,Pay per use,28.0,Hand Pump,"(-19.68997014114542, 25.144422715712388)",
WP1078,Lake,Clean,55.0,8000.0,2016.0,Oxfam,Pay per use,8.0,Hand Pump,"(-21.089438922586844, 22.76136120885942)",Not Functioning
WP1079,River,,38.0,10000.0,2012.0,Oxfam,Free,,Hand Pump,"(-21.757717118788527, 22.592944541267585)",Not Functioning
WP1080,Lake,Clean,42.0,12000.0,2006.0,Oxfam,Pay per use,18.0,Motorized Pump,"(-18.705489512163073, 26.328513241773024)",Not Functioning
WP1081,Lake,Clean,46.0,18000.0,,UNICEF,Pay per use,18.0,Hand Pump,"(-23.741474517433, 21.372366442799553)",Functioning
WP1082,Well,Contaminated,13.0,14000.0,2015.0,World Bank,Pay per use,9.0,Hand Pump,"(-18.537542338201376, 24.987976632287026)",Not Functioning
WP1083,Lake,Clean,10.0,11000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-22.821086252114043, 21.355830701263077)",Not Functioning
WP1084,Lake,Clean,12.0,,,USAID,Pay per use,23.0,Hand Pump,"(-18.552465938139846, 24.46068705910257)",Not Functioning
WP1085,Well,Clean,43.0,12000.0,1994.0,UNICEF,Free,30.0,Solar Pump,"(-22.824943322672798, 21.32666735150707)",Functioning
,Lake,Clean,40.0,14000.0,2020.0,Red Cross,Pay per use,,Motorized Pump,,Not Functioning
WP1087,Well,Clean,14.0,12000.0,2019.0,UNICEF,Pay per use,5.0,Motorized Pump,"(-19.207667373969805, 24.142214949863575)",Functioning
WP1088,River,,26.0,13000.0,2018.0,Oxfam,Pay per use,6.0,Solar Pump,"(-19.178364270251983, 28.005548173349467)",Functioning
WP1089,Well,Clean,16.0,10000.0,2012.0,Oxfam,Free,12.0,Hand Pump,"(-19.039922636960114, 26.364156154835023)",Functioning
WP1090,Lake,Clean,50.0,10000.0,2014.0,Oxfam,Pay per use,10.0,Hand Pump,"(-21.121647525410136, 19.652378761980593)",Functioning
WP1091,River,Clean,61.0,6000.0,1997.0,Oxfam,Free,27.0,Hand Pump,"(-17.849413124808272, 25.544180213276857)",Functioning
,River,,42.0,15000.0,2011.0,Red Cross,Pay per use,13.0,Hand Pump,"(-21.49221929300674, 21.630964407300297)",Functioning
WP1093,Lake,Clean,37.0,14000.0,2011.0,Oxfam,Free,13.0,Hand Pump,"(-18.954700286953845, 28.19932062102855)",Not Functioning
WP1094,Lake,Contaminated,14.0,,2001.0,UNICEF,Pay per use,23.0,Solar Pump,"(-23.535435886037252, 19.0823713623581)",Not Functioning
WP1095,Lake,Clean,42.0,8000.0,2000.0,Red Cross,Free,24.0,Motorized Pump,"(-21.37883450778944, 21.36584704681311)",Not Functioning
WP1096,,Clean,24.0,20000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-20.453192397629532, 23.78999597872678)",Not Functioning
WP1097,Lake,Clean,51.0,15000.0,1990.0,UNICEF,Pay per use,34.0,Motorized Pump,"(-20.568433420634822, 26.72227774051542)",Not Functioning
WP1098,Lake,Clean,,13000.0,2015.0,UNICEF,Pay per use,9.0,Motorized Pump,"(-19.953004657514988, 26.48920452627406)",Functioning
WP1099,Well,,13.0,14000.0,,,Pay per use,21.0,Motorized Pump,"(-19.04947545215618, 27.887299675240143)",Not Functioning
WP1100,Lake,Clean,19.0,17000.0,2005.0,UNICEF,,19.0,Hand Pump,"(-17.78772646140697, 24.24262734100288)",Not Functioning
WP1101,Well,Clean,59.0,12000.0,2008.0,Oxfam,Free,16.0,Hand Pump,"(-23.048427635788066, 22.347476915210862)",Functioning
WP1102,Lake,Clean,12.0,7000.0,2013.0,Red Cross,,11.0,Hand Pump,"(-20.620200566608546, 20.21925336824324)",Not Functioning
WP1103,Lake,Clean,56.0,10000.0,2008.0,Red Cross,Pay per use,16.0,Hand Pump,,Not Functioning
WP1104,River,Clean,44.0,19000.0,2016.0,Oxfam,Pay per use,8.0,Motorized Pump,"(-22.480810460014908, 19.1134790445431)",Functioning
WP1105,Lake,Clean,15.0,12000.0,1997.0,USAID,Pay per use,27.0,Hand Pump,"(-18.740736179384392, 24.943837163945698)",Not Functioning
WP1106,,Clean,38.0,14000.0,2014.0,Red Cross,,10.0,Hand Pump,"(-17.671860015470692, 26.16422029961317)",Functioning
WP1107,Well,Clean,34.0,11000.0,2013.0,World Bank,Pay per use,11.0,Hand Pump,,Not Functioning
WP1108,Well,Clean,,12000.0,2000.0,,Pay per use,24.0,Hand Pump,"(-21.742408526240126, 22.180162494912658)",Functioning
WP1109,Well,Clean,22.0,15000.0,,USAID,Free,31.0,Hand Pump,"(-21.963553095803334, 20.194853695170384)",Not Functioning
WP1110,Lake,Contaminated,27.0,10000.0,2004.0,Red Cross,Pay per use,20.0,Hand Pump,"(-21.330257185471933, 23.653957988617652)",Not Functioning
WP1111,Lake,Clean,37.0,9000.0,1995.0,Red Cross,Pay per use,29.0,Motorized Pump,"(-21.74862828923397, 28.187374051650643)",Functioning
WP1112,Lake,Clean,40.0,15000.0,2004.0,World Bank,Pay per use,20.0,,"(-18.854578399595624, 25.66888642235)",Functioning
WP1113,Lake,Clean,10.0,9000.0,2017.0,Red Cross,Pay per use,7.0,Hand Pump,"(-23.203176549308477, 22.579688256043305)",Not Functioning
WP1114,Lake,Clean,36.0,11000.0,2009.0,Oxfam,Free,15.0,Motorized Pump,"(-21.473499684003045, 25.8552770816529)",Not Functioning
WP1115,Well,Clean,27.0,12000.0,2003.0,Red Cross,Pay per use,21.0,Hand Pump,"(-20.845765371441615, 26.362873737057082)",Not Functioning
WP1116,Lake,Clean,47.0,13000.0,2006.0,Red Cross,Pay per use,18.0,Motorized Pump,"(-20.9178934029795, 19.47836548460209)",Not Functioning
WP1117,Lake,Clean,19.0,17000.0,1995.0,Red Cross,Pay per use,29.0,Hand Pump,"(-21.608445551462406, 24.358552243853406)",Functioning
WP1118,Borehole,Clean,9.0,8000.0,,Red Cross,Pay per use,7.0,,"(-22.400060450922624, 19.1408017698232)",Not Functioning
WP1119,,Clean,54.0,12000.0,2007.0,Red Cross,Pay per use,17.0,Motorized Pump,"(-19.91131988974061, 24.44166969956757)",Functioning
WP1120,Lake,Clean,31.0,13000.0,2012.0,UNICEF,Pay per use,12.0,Hand Pump,"(-19.288486639240464, 26.31534762457874)",Not Functioning
WP1121,,Contaminated,22.0,17000.0,2003.0,Red Cross,Pay per use,21.0,Hand Pump,"(-22.439741882967255, 25.376554092610476)",Not Functioning
WP1122,Lake,Clean,6.0,12000.0,2013.0,Oxfam,Free,11.0,Hand Pump,"(-19.105607349687467, 19.766018083863)",Not Functioning
WP1123,Well,Clean,17.0,13000.0,1990.0,Oxfam,Free,34.0,Hand Pump,"(-19.424307329312075, 28.65072702479612)",Not Functioning
WP1124,Well,Clean,17.0,17000.0,2017.0,USAID,Pay per use,7.0,Motorized Pump,"(-20.855250173044887, 22.103296021830626)",Functioning
WP1125,Lake,Clean,39.0,16000.0,1993.0,Oxfam,Pay per use,31.0,Motorized Pump,"(-23.98475066698967, 25.358983971500162)",Not Functioning
WP1126,Lake,Clean,43.0,15000.0,1997.0,World Bank,Pay per use,27.0,Hand Pump,"(-18.100456193236887, 23.000232234667497)",Functioning
WP1127,Lake,Clean,50.0,12000.0,1995.0,UNICEF,Free,29.0,Motorized Pump,"(-21.418231007202117, 20.107892879689384)",Not Functioning
WP1128,Lake,Clean,13.0,10000.0,2020.0,Red Cross,Free,4.0,Hand Pump,"(-17.75322688720689, 25.143738350631892)",Not Functioning
WP1129,Well,Clean,52.0,,2016.0,USAID,Pay per use,8.0,Motorized Pump,"(-20.000592769814975, 24.877121435968885)",Functioning
WP1130,Well,Clean,36.0,17000.0,1998.0,Oxfam,Pay per use,,Motorized Pump,"(-19.108926166681783, 26.99583603556858)",
WP1131,Lake,Contaminated,20.0,13000.0,2004.0,Red Cross,Pay per use,20.0,Motorized Pump,"(-23.76841789998818, 22.18639700525407)",Not Functioning
WP1132,Well,Clean,31.0,11000.0,1994.0,UNICEF,Pay per use,30.0,Hand Pump,"(-20.291367397595682, 26.203276095347434)",Not Functioning
WP1133,Lake,Clean,17.0,14000.0,2015.0,World Bank,Pay per use,9.0,Hand Pump,"(-21.327064392424216, 27.35530658227647)",
WP1134,Well,Contaminated,37.0,10000.0,2017.0,Red Cross,Pay per use,7.0,Solar Pump,"(-21.909605287754047, 21.590356853126178)",Functioning
WP1135,River,Clean,16.0,19000.0,1993.0,UNICEF,Pay per use,,Motorized Pump,"(-20.963969543748227, 19.911173845537952)",Not Functioning
WP1136,Well,Clean,62.0,10000.0,2000.0,Red Cross,Pay per use,24.0,Hand Pump,"(-22.166753802437288, 19.678900541419015)",Functioning
WP1137,Lake,Clean,40.0,11000.0,1995.0,Oxfam,Free,29.0,Motorized Pump,"(-19.17217321190537, 20.16644686005714)",Not Functioning
WP1138,Lake,Clean,15.0,13000.0,2004.0,Red Cross,Pay per use,20.0,Solar Pump,"(-21.12631535557014, 27.774238442172297)",Functioning
WP1139,Lake,Clean,42.0,15000.0,1998.0,Red Cross,Pay per use,26.0,Hand Pump,"(-22.801291037387024, 23.02947117649049)",Functioning
WP1140,,Clean,43.0,20000.0,2012.0,World Bank,Pay per use,12.0,Motorized Pump,,Not Functioning
WP1141,Well,Clean,18.0,,2019.0,UNICEF,Free,5.0,Solar Pump,"(-23.107405787479987, 20.411865916506823)",Functioning
,Well,Clean,48.0,9000.0,2020.0,Red Cross,Pay per use,4.0,Hand Pump,"(-19.713321443036907, 21.88837941172954)",Functioning
WP1143,Well,Clean,27.0,17000.0,2007.0,Red Cross,,17.0,Hand Pump,"(-19.64743872043007, 26.760429854748768)",Not Functioning
WP1144,Well,Clean,20.0,12000.0,2005.0,Oxfam,Free,19.0,Motorized Pump,,
WP1145,Well,Clean,41.0,18000.0,2016.0,Oxfam,Pay per use,,Hand Pump,"(-20.00098253088931, 27.913356550025686)",Functioning
WP1146,Lake,Clean,28.0,14000.0,2003.0,UNICEF,Pay per use,21.0,Hand Pump,"(-20.871142037481643, 19.81667132991049)",Not Functioning
WP1147,Well,Clean,42.0,15000.0,1994.0,Red Cross,Pay per use,30.0,Hand Pump,"(-22.21195593591977, 22.177407504815005)",Functioning
WP1148,Well,Clean,51.0,11000.0,2019.0,Oxfam,Free,5.0,Motorized Pump,"(-18.2692210565132, 27.307943789554827)",Functioning
WP1149,River,Clean,40.0,15000.0,2014.0,,Pay per use,10.0,Motorized Pump,"(-18.32943655257458, 27.94864316125052)",Functioning
,Well,Clean,30.0,15000.0,,World Bank,Pay per use,7.0,Hand Pump,"(-21.637087445409076, 26.41445350743203)",Functioning
WP1151,Lake,Clean,41.0,12000.0,2014.0,Oxfam,Pay per use,10.0,Motorized Pump,,Not Functioning
WP1152,Borehole,Clean,60.0,15000.0,1998.0,USAID,Free,26.0,Motorized Pump,"(-22.992412530607968, 28.675539738811747)",Not Functioning
WP1153,Lake,Clean,,12000.0,2018.0,UNICEF,Free,6.0,Motorized Pump,,
WP1154,Well,Clean,58.0,16000.0,1993.0,USAID,Pay per use,31.0,Hand Pump,"(-18.598392541812107, 26.062943346269407)",Not Functioning
WP1155,Lake,Clean,55.0,16000.0,2014.0,Oxfam,Free,10.0,Hand Pump,"(-21.731594345503243, 26.945764676743224)",Not Functioning
WP1156,River,Clean,28.0,20000.0,2009.0,Oxfam,Pay per use,15.0,Motorized Pump,"(-20.885636921090086, 22.77096486349336)",Functioning
WP1157,Well,Clean,,12000.0,2006.0,Red Cross,Pay per use,18.0,Hand Pump,"(-19.98380685153052, 25.808824085688155)",
WP1158,River,Contaminated,27.0,14000.0,2002.0,Red Cross,Pay per use,22.0,Solar Pump,"(-21.436032647076082, 25.10692848815491)",Not Functioning
WP1159,Borehole,Clean,18.0,5000.0,2015.0,Oxfam,Pay per use,9.0,Hand Pump,"(-23.527499564629665, 23.556910468396786)",Functioning
WP1160,River,Clean,,8000.0,2008.0,Red Cross,Free,16.0,Motorized Pump,"(-22.942478322510528, 21.082214609120598)",Functioning
WP1161,Lake,Clean,38.0,17000.0,1992.0,,Pay per use,32.0,Hand Pump,,Functioning
WP1162,Lake,Clean,7.0,8000.0,1998.0,UNICEF,Free,26.0,Motorized Pump,"(-19.45146575057073, 25.448981670925303)",Not Functioning
WP1163,Lake,Clean,36.0,10000.0,2001.0,Oxfam,Pay per use,23.0,Motorized Pump,"(-17.97486731834206, 28.903945721767467)",Not Functioning
WP1164,Well,Clean,37.0,11000.0,2004.0,,Pay per use,20.0,Hand Pump,"(-18.371259222654345, 28.924279904684642)",Functioning
WP1165,Lake,Clean,45.0,13000.0,1997.0,UNICEF,Pay per use,27.0,Motorized Pump,"(-19.60248762230168, 24.135787894483872)",Not Functioning
WP1166,Well,Clean,39.0,17000.0,2011.0,World Bank,Pay per use,13.0,Hand Pump,"(-21.209979212600434, 22.568958864645115)",Functioning
WP1167,Lake,Clean,45.0,16000.0,2008.0,Oxfam,Pay per use,16.0,Solar Pump,"(-22.03548073859358, 20.630995403213582)",Not Functioning
WP1168,Well,Clean,13.0,15000.0,2019.0,Oxfam,Pay per use,5.0,Solar Pump,"(-23.543658634236007, 23.524251695973845)",Not Functioning
WP1169,Lake,Clean,24.0,16000.0,,Oxfam,Free,6.0,Hand Pump,"(-21.544525999656837, 22.55485876350262)",Functioning
WP1170,Lake,Clean,40.0,17000.0,2004.0,UNICEF,Pay per use,20.0,Motorized Pump,"(-19.237465752510072, 24.14878237939434)",Not Functioning
WP1171,Well,Clean,22.0,12000.0,2010.0,Red Cross,,,Hand Pump,"(-23.084866424574233, 21.06162827530467)",Not Functioning
WP1172,Lake,Clean,11.0,17000.0,2006.0,Oxfam,Pay per use,18.0,Motorized Pump,"(-18.990693613519102, 28.120780468206753)",Not Functioning
WP1173,Well,Contaminated,30.0,16000.0,2004.0,Red Cross,Pay per use,20.0,Hand Pump,"(-21.186406827150755, 20.810850481658218)",Not Functioning
WP1174,Well,Clean,5.0,12000.0,2006.0,Red Cross,Pay per use,18.0,Hand Pump,"(-21.91329698436004, 25.47244991078182)",Functioning
WP1175,Lake,Clean,59.0,13000.0,2004.0,Oxfam,Free,20.0,Hand Pump,"(-18.938565820080445, 26.25822125011009)",Not Functioning
WP1176,Lake,Contaminated,29.0,11000.0,2003.0,UNICEF,Pay per use,21.0,Hand Pump,"(-19.989064363905154, 24.046392364458267)",Not Functioning
WP1177,Well,Clean,51.0,10000.0,2008.0,World Bank,Free,16.0,Hand Pump,"(-23.7069721204147, 24.325451778738596)",Not Functioning
WP1178,Well,Clean,42.0,12000.0,2004.0,Oxfam,Pay per use,20.0,Hand Pump,"(-18.79350201604526, 24.119747095486318)",
WP1179,Lake,Clean,14.0,,,World Bank,Free,5.0,Motorized Pump,"(-23.01811911224508, 23.71943826289437)",Not Functioning
WP1180,Borehole,Clean,15.0,9000.0,2004.0,Oxfam,,,Solar Pump,"(-20.679358583576462, 23.710766756415676)",Not Functioning
WP1181,Lake,Clean,59.0,12000.0,2011.0,Oxfam,Pay per use,13.0,,"(-22.021360802480096, 21.502641947238963)",Not Functioning
WP1182,Well,Clean,57.0,12000.0,,UNICEF,Pay per use,18.0,Motorized Pump,"(-20.21136186679084, 27.75566944880298)",Not Functioning
WP1183,Well,Clean,18.0,12000.0,1995.0,Red Cross,Free,29.0,Hand Pump,"(-21.13311476193666, 26.012874059963675)",Not Functioning
WP1184,Lake,Clean,,9000.0,2020.0,USAID,Free,4.0,Motorized Pump,"(-19.971673859262822, 25.142488467641503)",Not Functioning
WP1185,Lake,Clean,55.0,17000.0,2008.0,UNICEF,Pay per use,16.0,Motorized Pump,"(-20.26609711118751, 26.831256317017374)",Not Functioning
WP1186,Lake,Clean,47.0,17000.0,2003.0,UNICEF,Pay per use,21.0,Hand Pump,"(-22.444741317503674, 19.924644539178104)",Not Functioning
WP1187,Well,Clean,41.0,15000.0,2008.0,USAID,Pay per use,,Motorized Pump,"(-19.257551515533187, 28.361163527087005)",Not Functioning
WP1188,Lake,Clean,45.0,16000.0,1993.0,Red Cross,Pay per use,31.0,Solar Pump,"(-22.863465149525695, 22.779441368153865)",Functioning
WP1189,Well,Contaminated,11.0,11000.0,2011.0,USAID,Free,13.0,Motorized Pump,"(-19.11601517876577, 24.579941196992767)",Functioning
WP1190,Lake,Contaminated,47.0,14000.0,2017.0,Oxfam,Pay per use,7.0,Hand Pump,"(-21.708377339852074, 21.864704180072625)",Functioning
WP1191,River,Clean,37.0,11000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-23.490185050899427, 22.802341657146773)",Not Functioning
WP1192,Lake,Clean,38.0,,1995.0,World Bank,Pay per use,29.0,,,Not Functioning
WP1193,Lake,Clean,29.0,,2011.0,Red Cross,Pay per use,13.0,Hand Pump,"(-22.665235450985723, 19.430195583605816)",Not Functioning
WP1194,Lake,Contaminated,41.0,14000.0,2007.0,Oxfam,Pay per use,17.0,Hand Pump,"(-22.662388969836055, 24.312044737690233)",Not Functioning
WP1195,Lake,Clean,17.0,,2009.0,Oxfam,Pay per use,15.0,Hand Pump,"(-19.2947683946591, 23.017261806566545)",Not Functioning
WP1196,Lake,Clean,25.0,13000.0,2000.0,Red Cross,Pay per use,24.0,Hand Pump,"(-23.17017093520759, 19.45956749984476)",
WP1197,Well,Clean,17.0,11000.0,2004.0,Red Cross,Pay per use,20.0,Hand Pump,"(-20.784620973045968, 22.830578327427553)",Functioning
WP1198,Lake,Clean,45.0,6000.0,1992.0,USAID,Pay per use,32.0,Hand Pump,"(-21.567117327866576, 24.809934015342627)",Not Functioning
WP1199,Well,Clean,22.0,13000.0,2015.0,Red Cross,Free,9.0,Hand Pump,"(-21.85830014221391, 24.20290300463331)",Functioning
WP1200,Well,Clean,51.0,15000.0,2015.0,Red Cross,Pay per use,9.0,Motorized Pump,,Not Functioning
WP1201,Well,Clean,34.0,13000.0,2009.0,Red Cross,Pay per use,15.0,Motorized Pump,"(-20.57191180682782, 24.894857113709957)",Functioning
WP1202,Lake,Clean,21.0,14000.0,1994.0,Red Cross,Pay per use,30.0,Motorized Pump,"(-21.31077733623352, 20.78331728653065)",Not Functioning
WP1203,Lake,Clean,18.0,8000.0,1991.0,Red Cross,Free,33.0,Solar Pump,"(-22.924158100898758, 19.29915900497064)",Not Functioning
WP1204,Well,Clean,38.0,9000.0,1993.0,Oxfam,Pay per use,,Hand Pump,"(-17.78244713062604, 28.24214172291157)",Functioning
WP1205,Well,Clean,32.0,16000.0,1990.0,World Bank,Pay per use,34.0,Hand Pump,"(-21.743465859333885, 19.47053582565401)",Functioning
WP1206,Well,Clean,49.0,,2001.0,Red Cross,Pay per use,23.0,Motorized Pump,"(-19.44910724760689, 21.904662563127427)",Functioning
WP1207,River,Clean,,11000.0,2003.0,Oxfam,Free,21.0,Hand Pump,"(-23.2826899688543, 26.425662611285006)",Functioning
WP1208,Lake,Clean,36.0,9000.0,2011.0,UNICEF,,13.0,Motorized Pump,"(-22.893937190300587, 26.78665973557275)",Not Functioning
WP1209,Lake,Clean,43.0,15000.0,2003.0,Red Cross,Free,21.0,Hand Pump,"(-23.1599211539374, 25.00513252158003)",Not Functioning
WP1210,Well,Clean,36.0,15000.0,2017.0,Red Cross,Pay per use,7.0,Hand Pump,"(-23.07240879559968, 24.416801955306905)",Functioning
,Lake,Clean,32.0,16000.0,,USAID,Pay per use,26.0,Hand Pump,"(-20.004791216429993, 24.008808900446766)",Not Functioning
WP1212,River,Clean,31.0,11000.0,2004.0,Red Cross,Free,20.0,Hand Pump,"(-23.16968277856515, 23.806487507726217)",Functioning
WP1213,Well,Clean,46.0,14000.0,2005.0,UNICEF,Pay per use,19.0,Motorized Pump,"(-20.896187707334125, 23.804586033064265)",Functioning
WP1214,Well,Clean,17.0,14000.0,2001.0,Oxfam,Pay per use,23.0,Hand Pump,"(-22.142229548609883, 19.236313330662423)",Functioning
WP1215,Lake,Clean,44.0,11000.0,2001.0,Oxfam,Pay per use,23.0,,"(-19.181811269763408, 24.25943540364111)",Not Functioning
,River,Contaminated,42.0,12000.0,1993.0,Red Cross,,31.0,Hand Pump,"(-21.289691429119074, 26.696847881962295)",Not Functioning
WP1217,Lake,Clean,41.0,13000.0,2008.0,Oxfam,Pay per use,16.0,Solar Pump,"(-23.43776210035294, 20.050839876767082)",Not Functioning
WP1218,,,49.0,13000.0,2003.0,Oxfam,Pay per use,21.0,Motorized Pump,"(-21.720178202050004, 25.0731483406542)",Not Functioning
WP1219,Lake,Clean,24.0,11000.0,1995.0,Red Cross,Pay per use,29.0,Motorized Pump,"(-19.134811057253124, 24.20287573125347)",Not Functioning
